,ID,Attrition_Flag,Customer_Age,Gender,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Contacts_Count_13_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Total,College,Doctorate,Graduate,High School,Post-Graduate,Post-NA,Uneducated,$120K +,$40K - $60K,$60K - $80K,$80K - $120K,Less than $40K,D,M,S,U,Purple,Rainbow,Red,A,B,C,D,E,F,b,c,n,v,x,z
54,808897683,1.0,59.5,0,66,3,3,8,3005.0,1248,754.0,977.0,0.502,1585,40,0.905,0.623,4255,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
55,718939083,1.0,61.0,1,60,3,3,8,1595.75,702,736.3,968.15,0.805,1805,53,0.606,0.488,4915,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
56,715124958,1.0,55.0,0,42,2,4,9,19085.0,2222,6212.0,3706.0,0.691,1414,27,0.929,0.263,3742,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
57,712979133,1.0,62.5,0,52,3,2,7,22477.5,1311,8480.0,4840.0,0.704,1649,59,0.513,0.134,4447,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
58,712006308,1.0,47.5,1,40,2,3,8,19110.0,1945,6499.0,3849.5,0.703,2497,74,0.609,0.23,6991,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
59,710801133,1.0,31.0,0,42,1,4,9,3570.0,1003,1225.0,1212.5,1.119,2104,44,0.467,0.45,5812,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
60,712490283,1.0,62.5,1,52,1,1,6,28527.5,0,12211.0,6705.5,0.642,903,29,0.526,0.0,2209,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
61,720071583,1.0,52.0,1,42,3,4,9,1595.75,0,1438.3,1319.15,0.702,1445,38,0.31,0.0,3835,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
62,717958833,1.0,49.0,0,40,3,3,8,1965.0,1038,548.0,874.0,0.973,1724,24,0.714,0.654,4672,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
63,812420358,1.0,71.5,1,82,3,3,8,3617.5,1045,1202.0,1201.0,0.952,1300,31,0.55,0.465,3400,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
64,712370208,1.0,52.0,0,40,4,3,8,4972.5,1584,1205.0,1202.5,0.996,2688,60,0.714,0.568,7564,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
65,715940358,1.0,56.5,1,54,2,3,8,8602.5,0,4241.0,2720.5,0.607,1798,45,0.731,0.0,4894,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
66,715041333,1.0,38.5,0,28,1,3,8,18995.0,1892,6506.0,3853.0,0.861,1489,29,0.526,0.225,3967,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
67,712797258,1.0,44.5,0,36,3,3,8,8280.0,768,3344.0,2272.0,0.413,1334,40,0.429,0.187,3502,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
68,769170558,1.0,59.5,0,64,2,3,8,36945.0,1383,14195.0,7697.5,0.794,2492,71,0.614,0.089,6976,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
69,715884858,1.0,37.0,0,42,2,2,7,8020.0,1636,2372.0,1786.0,0.637,1395,43,0.955,0.408,3685,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
70,796343058,1.0,53.5,1,56,1,3,8,29915.0,0,12766.0,6983.0,0.668,1191,28,0.647,0.0,3073,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
71,783910008,1.0,35.5,1,32,2,4,9,6595.0,1129,2309.0,1754.5,0.605,2331,56,0.436,0.328,6493,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
72,718888308,1.0,59.5,0,42,1,2,7,39730.0,2446,14246.0,7723.0,0.853,1288,29,0.45,0.147,3364,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
73,785114808,1.0,49.0,0,50,2,2,7,8165.0,1639,2427.0,1813.5,1.749,3040,56,0.931,0.403,8620,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
74,709852908,1.0,46.0,1,42,2,3,8,30700.0,0,13080.0,7140.0,0.685,1999,44,0.571,0.0,5497,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
75,823528833,1.0,55.0,1,62,1,2,7,2835.0,1070,864.0,1032.0,0.448,2334,61,0.452,0.553,6502,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
76,719679858,1.0,67.0,1,64,2,3,8,6075.0,2517,713.0,956.5,0.615,1931,57,0.425,0.779,5293,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
77,827108583,1.0,62.5,0,72,2,4,9,7037.5,1699,1916.0,1558.0,0.576,1967,40,0.538,0.47,5401,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
78,787833333,1.0,46.0,0,40,2,2,7,2502.5,0,1801.0,1500.5,1.234,3193,62,1.48,0.0,9079,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
79,719781183,1.0,65.5,0,46,3,4,9,4662.5,1567,1098.0,1149.0,0.586,2514,64,0.455,0.588,7042,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
80,710429358,1.0,65.5,0,66,3,2,7,70055.0,2517,26305.0,13752.5,0.492,1504,35,0.296,0.087,4012,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
81,798792408,1.0,52.0,0,54,3,2,7,34580.0,1158,13474.0,7337.0,0.501,1399,36,0.5,0.079,3697,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
82,710280558,1.0,56.5,0,48,3,3,8,14787.5,1314,5401.0,3300.5,0.987,1731,41,0.519,0.196,4693,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
83,809825358,1.0,59.5,1,66,2,3,8,14645.0,1761,4897.0,3048.5,0.489,1309,40,0.6,0.264,3427,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
84,714451833,1.0,47.5,1,42,2,3,8,6400.0,1219,2141.0,1670.5,0.412,1309,30,1.0,0.363,3427,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
85,713943783,1.0,41.5,0,34,3,2,7,35132.5,0,14853.0,8026.5,1.025,1800,41,0.519,0.0,4900,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
86,710706558,1.0,56.5,1,54,3,4,9,10000.0,1212,3588.0,2394.0,1.254,2935,62,0.879,0.252,8305,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
87,713620308,1.0,49.0,1,40,1,2,7,9525.0,0,4610.0,2905.0,0.794,2280,49,0.4,0.0,6340,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
88,813453408,1.0,40.0,1,40,3,4,9,1595.75,981,457.3,828.65,0.663,1114,33,0.65,0.682,2842,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
89,818248383,1.0,29.5,0,26,4,3,8,18942.5,1211,7166.0,4183.0,0.813,1797,44,1.2,0.145,4891,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
90,780106908,1.0,59.5,0,46,5,4,9,8367.5,1719,2428.0,1814.0,0.875,1776,44,0.571,0.415,4828,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
91,708938508,1.0,74.5,0,42,1,4,9,4610.0,2207,437.0,818.5,0.866,1194,30,0.765,0.835,3082,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
92,709671708,1.0,71.5,0,42,3,4,9,31387.5,1631,11724.0,6462.0,1.113,1921,37,0.85,0.122,5263,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
93,711204483,1.0,64.0,0,62,2,2,7,6127.5,1887,1364.0,1282.0,1.007,3228,67,0.763,0.58,9184,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
94,801728658,1.0,59.5,0,64,3,4,9,3250.0,950,1150.0,1175.0,0.764,2623,74,1.114,0.452,7369,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
95,713945883,1.0,73.0,1,74,3,4,9,6915.0,1401,2165.0,1682.5,0.903,2425,54,0.8,0.393,6775,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
96,779558733,1.0,55.0,1,42,1,3,8,35287.5,1111,13804.0,7502.0,0.846,1388,35,0.667,0.074,3664,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
97,788370258,1.0,35.5,0,30,1,4,9,30507.5,0,13003.0,7101.5,0.877,1697,40,1.105,0.0,4591,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
98,714927333,1.0,73.0,1,74,3,4,9,4230.0,1424,1068.0,1134.0,0.485,1375,30,0.364,0.571,3625,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
99,710383158,1.0,53.5,0,52,2,3,8,2395.0,1180,578.0,889.0,0.744,2013,41,0.367,0.671,5539,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
100,798007308,1.0,65.5,1,72,2,2,7,11775.0,1604,3906.0,2553.0,0.551,1995,53,0.262,0.291,5485,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
101,711768858,1.0,62.5,0,42,1,2,7,40990.0,1646,15550.0,8375.0,0.542,1466,41,1.278,0.096,3898,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
102,714888633,1.0,55.0,0,54,1,3,8,12692.5,1697,4180.0,2690.0,1.058,2494,58,0.706,0.289,6982,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
103,712650333,1.0,52.0,0,44,1,2,7,17167.5,0,7667.0,4433.5,0.632,1501,35,0.667,0.0,4003,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
104,719945433,1.0,70.0,1,66,1,3,8,5347.5,1865,1074.0,1137.0,0.932,2077,47,0.679,0.635,5731,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
105,720310458,1.0,49.0,0,34,1,4,9,12745.0,1348,4550.0,2875.0,0.64,1002,21,1.333,0.229,2506,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
106,718344033,1.0,50.5,0,40,3,4,9,47987.5,0,19995.0,10597.5,0.65,1879,34,0.7,0.0,5137,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
107,715442958,1.0,61.0,0,42,1,4,9,4932.5,2080,693.0,946.5,0.695,3567,73,0.622,0.75,10201,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
